con,tag_id,total_distance,high_intensity_distance,sprint_distance,total_effort,hora,x_pos,y_pos,heading,direction,energy,speed,tot_distance,total_effort_diff,total_energy_diff,total_sprint_diff
18:01:1014,14,242.193,7.65163,0,190.706,18:01:10,28.3973,17.6122,1.52262,-0.603774,190.706,0.880181,242.193,NA,NA,0
18:01:1114,14,243.862,7.65163,0,191.074,18:01:11,27.8061,18.1252,1.9021,-1.47402,190.977,0.500618,243.005,0.368,0.271,0
18:01:1214,14,244.058,7.65163,0,191.192,18:01:12,26.9347,18.3543,1.56651,-1.36719,191.076,0.898379,243.908,0.118,0.099,0
18:01:1314,14,245.525,7.65163,0,191.396,18:01:13,27.5095,18.1549,1.57596,2.09676,191.35,1.7572,244.814,0.204,0.274,0
18:01:1414,14,245.98,7.65163,0,191.494,18:01:14,28.1235,17.517,1.53133,0,191.438,0,245.735,0.098,0.088,0
18:01:1514,14,245.98,7.65163,0,191.527,18:01:15,27.9682,18.1141,1.53033,0,191.499,0,245.98,0.033,0.061,0
18:01:1614,14,245.98,7.65163,0,191.541,18:01:16,27.9682,18.1141,1.52047,0,191.538,0,245.98,0.014,0.039,0
18:01:1714,14,245.98,7.65163,0,191.565,18:01:17,27.9682,18.1141,1.50775,0,191.565,0,245.98,0.024,0.027,0
18:01:1814,14,245.98,7.65163,0,191.583,18:01:18,27.9682,18.1141,1.50983,0,191.578,0,245.98,0.018,0.013,0
18:01:1914,14,245.999,7.65163,0,191.596,18:01:19,27.9682,18.1141,1.51519,0,191.59,0,245.98,0.013,0.012,0
18:01:2014,14,246.407,7.65163,0,191.657,18:01:20,27.8309,17.9566,1.60235,2.90201,191.599,0.380355,246.079,0.061,0.009,0
18:01:2414,14,252.695,7.65163,0,200.933,18:01:24,24.5474,19.8222,0.035591,-0.517246,197.913,2.67429,250.607,9.276,6.314,0
18:01:2714,14,260.55,7.65163,0,228.559,18:01:27,21.4287,24.2313,-1.14967,-1.33201,223.545,2.41471,258.399,27.626,25.632,0
18:01:2814,14,262.23,7.65163,0,231.955,18:01:28,19.6824,26.6194,-0.306063,-0.0676332,229.912,3.02098,261.515,3.396,6.367,0
18:01:3114,14,275.171,7.65163,0,251.563,18:01:31,29.374,27.169,1.2913,1.63941,247.806,4.6529,272.32,19.608,17.894,0
18:01:3214,14,279.162,7.65163,0,258.534,18:01:32,33.6513,27.2445,1.54166,1.44895,253.688,4.02997,276.605,6.971,5.882,0
18:01:3314,14,282.051,7.65163,0,263.089,18:01:33,37.5784,27.3515,1.75577,1.63838,260.686,3.93385,280.544,4.555,6.998,0
18:01:3414,14,284.511,7.65163,0,266.893,18:01:34,41.027,26.929,2.03976,1.82695,266.512,3.20248,284.025,3.804,5.826,0
18:01:3514,14,288.41,7.65163,0,273.017,18:01:35,44.2837,26.1565,2.54593,1.6949,271.745,3.18166,287.376,6.124,5.233,0
18:01:3614,14,290.168,7.65163,0,277.636,18:01:36,46.953,26.1024,2.91745,1.55044,277.151,2.39521,290.049,4.619,5.406,0
18:01:3814,14,295.628,7.65163,0,286.08,18:01:38,50.4293,24.473,2.79008,2.91925,285.428,3.05853,294.604,8.444,8.277,0
18:01:3914,14,296.917,7.65163,0,287.501,18:01:39,50.98,22.4941,2.86079,2.95841,287.326,0.618177,296.66,1.421,1.898,0
18:01:4314,14,307.85,7.65163,0,306.419,18:01:43,51.3141,18.171,0.576357,0.924065,303.341,4.3928,305.626,18.918,16.015,0
18:01:4414,14,313.355,7.65163,0,313.801,18:01:44,53.6822,21.1184,-0.198176,0.445226,308.481,3.69156,309.449,7.382,5.14,0
18:01:4514,14,316.882,7.65163,0,319.393,18:01:45,55.4972,25.4055,-0.126103,0.37766,314.45,4.9081,314.105,5.592,5.969,0
18:01:4714,14,326.772,7.65163,0,334.073,18:01:47,56.2368,33.9282,-0.299786,-0.186364,328.399,4.51948,322.768,14.68,13.949,0
18:01:4914,14,333.077,7.65163,0,342.849,18:01:49,55.6066,41.4894,0.214275,-0.0300609,339.337,3.27449,330.373,8.776,10.938,0
18:01:5014,14,335.917,7.65163,0,346.013,18:01:50,55.0218,44.5652,-0.613795,-0.390019,343.421,3.03245,333.529,3.164,4.084,0
18:01:5114,14,338.229,7.65163,0,352.177,18:01:51,54.891,48.6677,0.132849,0.203516,351.761,5.25603,337.717,6.164,8.34,0
18:01:5214,14,342.65,7.65163,0,368.499,18:01:52,55.0446,51.6815,0.127922,-0.237292,362.209,1.63706,340.784,16.322,10.448,0
18:01:5314,14,343.925,7.65163,0,370.181,18:01:53,56.0062,54.6125,0.184473,0.541071,370.181,4.45628,343.925,1.682,7.972,0
18:01:5614,14,353.798,7.65163,0,396.227,18:01:56,57.2149,53.2777,-2.86569,-2.40241,394.842,3.4353,353.297,26.046,24.661,0
18:01:5714,14,358.542,7.65163,0,403.096,18:01:57,54.6835,51.0911,-2.65294,-2.36823,401.094,4.04326,356.648,6.869,6.252,0
18:01:5814,14,365.872,14.711,0,411.574,18:01:58,51.6919,46.605,-2.38925,-2.57569,406.755,6.02809,362.05,8.478,5.661,0
18:01:5914,14,369.882,16.3959,0,416.174,18:01:59,48.3074,41.9214,-2.59286,-2.48555,413.46,5.4545,367.831,4.6,6.705,0
18:02:0014,14,372.939,16.3959,0,421.75,18:02:00,45.4832,38.3619,-2.45927,-2.43821,420.257,3.76257,372.375,5.576,6.797,0
18:02:0214,14,381.079,16.3959,0,436.044,18:02:02,41.1435,32.3092,-2.61898,-2.39244,433.399,2.50991,379.84,14.294,13.142,0
18:02:0314,14,384.173,16.3959,0,439.214,18:02:03,39.4512,29.4112,-2.36356,-2.78673,438.22,4.55138,383.224,3.17,4.821,0
18:02:0414,14,389.392,16.3959,0,446.027,18:02:04,38.3031,24.5447,-2.31798,-3.00431,443.41,4.91933,388.234,6.813,5.19,0
18:02:0514,14,392.295,16.3959,0,450.277,18:02:05,38.2207,20.8889,3.11683,2.94074,449.409,2.66847,391.909,4.25,5.999,0
18:02:0614,14,393.992,16.3959,0,452.069,18:02:06,38.7091,19.0621,2.79121,2.9421,451.892,0.963241,393.8,1.792,2.483,0
18:02:0814,14,399.813,16.3959,0,458.871,18:02:08,36.1385,18.0212,-2.27432,-1.60863,455.411,2.98721,396.909,6.802,3.519,0
18:02:0914,14,400.795,16.3959,0,460.098,18:02:09,33.0864,17.7797,-1.94443,-1.64061,459.053,3.17408,399.971,1.227,3.642,0
18:02:1114,14,412.698,16.3959,0,474.233,18:02:11,24.2726,17.4603,-1.70017,-1.49637,467.773,5.04418,408.804,14.135,8.72,0
18:02:1214,14,414.601,16.3959,0,477.496,18:02:12,19.4781,17.6257,-2.02764,-1.57274,475.457,4.36646,413.604,3.263,7.684,0
18:02:1314,14,416.362,16.3959,0,485.713,18:02:13,17.0867,17.6912,2.61411,-1.5592,482.491,0.098731,415.996,8.217,7.034,0
18:02:1414,14,418.545,16.3959,0,489.083,18:02:14,18.2498,18.7656,0.526232,0.454754,488.246,3.13815,417.642,3.37,5.755,0
18:02:1514,14,423.256,16.3959,0,495.174,18:02:15,18.9275,23.1869,0.255869,0.0137851,493.434,4.82071,422.145,6.091,5.188,0
