con,tag_id,total_distance,high_intensity_distance,sprint_distance,total_effort,hora,x_pos,y_pos,heading,direction,energy,speed,tot_distance,total_effort_diff,total_energy_diff,total_sprint_diff
18:01:156,6,30.3657,0,0,34.13,18:01:15,45.3925,67.2786,-1.76455,0,34.1287,0,30.3657,NA,NA,0
18:01:166,6,30.3657,0,0,34.1321,18:01:16,45.3925,67.2786,-1.77721,0,34.1309,0,30.3657,0.0021,0.0022,0
18:01:176,6,30.3657,0,0,34.1355,18:01:17,45.3925,67.2786,-2.37721,0,34.1327,0,30.3657,0.0034,0.0018,0
18:01:186,6,30.3657,0,0,34.1394,18:01:18,45.3925,67.2786,3.07974,0,34.1369,0,30.3657,0.0039,0.0042,0
18:01:196,6,30.3657,0,0,34.1436,18:01:19,45.3925,67.2786,-2.99597,0,34.1417,0,30.3657,0.0042,0.0048,0
18:01:206,6,30.3657,0,0,34.1514,18:01:20,45.3925,67.2786,-2.91918,0,34.1482,0,30.3657,0.0078,0.0065,0
18:01:216,6,30.3657,0,0,34.1533,18:01:21,45.3925,67.2786,-2.88884,0,34.1533,0,30.3657,0.0019,0.0051,0
18:01:226,6,30.3657,0,0,34.1569,18:01:22,45.3925,67.2786,-2.90865,0,34.1559,0,30.3657,0.0036,0.0026,0
18:01:246,6,30.3657,0,0,34.1596,18:01:24,45.3925,67.2786,-2.95594,0,34.1591,0,30.3657,0.0027,0.0032,0
18:01:256,6,30.3657,0,0,34.1598,18:01:25,45.3925,67.2786,-2.95925,0,34.1597,0,30.3657,0.0002,0.0006,0
18:01:276,6,30.3657,0,0,34.1605,18:01:27,45.3925,67.2786,-2.99114,0,34.1605,0,30.3657,0.0007,0.0008,0
18:01:286,6,30.3657,0,0,34.1606,18:01:28,45.3925,67.2786,-2.98906,0,34.1606,0,30.3657,0.0001,0.0001,0
18:01:326,6,30.3657,0,0,34.161,18:01:32,45.3925,67.2786,-3.01949,0,34.161,0,30.3657,0.0004,0.0004,0
18:01:346,6,30.3657,0,0,34.1616,18:01:34,45.3925,67.2786,-2.97092,0,34.1615,0,30.3657,0.0006,0.0005,0
18:01:366,6,30.3657,0,0,34.1619,18:01:36,45.3925,67.2786,-2.93076,0,34.1618,0,30.3657,0.0003,0.0003,0
18:01:376,6,30.3657,0,0,34.1619,18:01:37,45.3925,67.2786,-2.90879,0,34.1619,0,30.3657,0,0.0001,0
18:01:386,6,30.3657,0,0,34.1619,18:01:38,45.3925,67.2786,-2.88599,0,34.1619,0,30.3657,0,0,0
18:01:406,6,30.3657,0,0,34.162,18:01:40,45.3925,67.2786,-2.91078,0,34.162,0,30.3657,0.0001,0.0001,0
18:01:426,6,30.3657,0,0,34.162,18:01:42,45.3925,67.2786,-2.91618,0,34.162,0,30.3657,0,0,0
18:01:446,6,30.3657,0,0,34.162,18:01:44,45.3925,67.2786,-2.93476,0,34.162,0,30.3657,0,0,0
18:02:096,6,30.3657,0,0,34.1626,18:02:09,45.8436,68.0618,-1.80958,0,34.1626,0,30.3657,0.0006,0.0006,0
18:02:106,6,30.3657,0,0,34.1627,18:02:10,45.8436,68.0618,-2.0036,0,34.1627,0,30.3657,0.0001,0.0001,0
18:02:176,6,30.3657,0,0,34.1629,18:02:17,45.8709,67.9111,-1.76745,0,34.1629,0,30.3657,0.0002,0.0002,0
18:02:196,6,30.3657,0,0,34.1629,18:02:19,45.8709,67.9111,-2.19975,0,34.1629,0,30.3657,0,0,0
18:02:206,6,30.3657,0,0,34.1629,18:02:20,45.8709,67.9111,-2.41903,0,34.1629,0,30.3657,0,0,0
18:02:216,6,30.3657,0,0,34.1629,18:02:21,45.8709,67.9111,-2.52623,0,34.1629,0,30.3657,0,0,0
18:02:226,6,30.3657,0,0,34.1629,18:02:22,45.8709,67.9111,-2.64037,0,34.1629,0,30.3657,0,0,0
18:02:236,6,30.3657,0,0,34.163,18:02:23,45.8709,67.9111,-2.69675,0,34.1629,0,30.3657,0.0001,0,0
18:04:416,6,30.3657,0,0,34.1897,18:04:41,46.984,67.5376,-1.90462,0,34.1896,0,30.3657,0.0267,0.0267,0
18:04:446,6,30.3657,0,0,34.2083,18:04:44,46.984,67.5376,-2.5005,0,34.2067,0,30.3657,0.0186,0.0171,0
18:04:456,6,30.3657,0,0,34.2092,18:04:45,46.984,67.5376,-2.54541,0,34.2087,0,30.3657,0.0009,0.002,0
18:04:466,6,30.3657,0,0,34.2097,18:04:46,46.984,67.5376,-2.68428,0,34.2095,0,30.3657,0.0005,0.0008,0
18:04:506,6,30.3657,0,0,34.2109,18:04:50,46.984,67.5376,-2.72838,0,34.2109,0,30.3657,0.0012,0.0014,0
18:04:516,6,30.3657,0,0,34.2158,18:04:51,46.984,67.5376,-2.60405,0,34.2152,0,30.3657,0.0049,0.0043,0
18:04:526,6,30.3657,0,0,34.2207,18:04:52,46.984,67.5376,-3.03414,0,34.2183,0,30.3657,0.0049,0.0031,0
18:04:536,6,30.3657,0,0,34.2234,18:04:53,46.984,67.5376,-2.8351,0,34.2221,0,30.3657,0.0027,0.0038,0
18:04:546,6,30.3657,0,0,34.2247,18:04:54,46.984,67.5376,-2.96083,0,34.2238,0,30.3657,0.0013,0.0017,0
18:04:556,6,30.3657,0,0,34.2254,18:04:55,46.984,67.5376,3.13935,0,34.2252,0,30.3657,0.0007,0.0014,0
18:05:036,6,30.3657,0,0,34.2297,18:05:03,46.517,67.6553,-1.77073,0,34.2288,0,30.3657,0.0043,0.0036,0
18:05:046,6,30.3657,0,0,34.2311,18:05:04,46.517,67.6553,-1.95423,0,34.2298,0,30.3657,0.0014,0.001,0
18:05:066,6,30.3657,0,0,34.2389,18:05:06,46.517,67.6553,-2.62727,0,34.2361,0,30.3657,0.0078,0.0063,0
18:05:076,6,30.3657,0,0,34.2403,18:05:07,46.517,67.6553,-2.86221,0,34.2399,0,30.3657,0.0014,0.0038,0
18:05:106,6,30.3657,0,0,34.2427,18:05:10,46.517,67.6553,3.05521,0,34.2426,0,30.3657,0.0024,0.0027,0
18:05:126,6,30.3657,0,0,34.2429,18:05:12,46.517,67.6553,2.9319,0,34.2429,0,30.3657,0.0002,0.0003,0
18:05:146,6,30.3657,0,0,34.2431,18:05:14,46.517,67.6553,2.39432,0,34.2431,0,30.3657,0.0002,0.0002,0
18:05:156,6,30.3657,0,0,34.2437,18:05:15,46.517,67.6553,2.10167,0,34.2437,0,30.3657,0.0006,0.0006,0
18:05:166,6,30.3657,0,0,34.2442,18:05:16,46.517,67.6553,2.27867,0,34.244,0,30.3657,0.0005,0.0003,0
18:05:176,6,30.3657,0,0,34.2443,18:05:17,46.517,67.6553,2.40437,0,34.2442,0,30.3657,0.0001,0.0002,0
18:05:196,6,30.3657,0,0,34.2445,18:05:19,46.517,67.6553,2.61404,0,34.2445,0,30.3657,0.0002,0.0003,0
18:05:436,6,30.3657,0,0,34.2448,18:05:43,45.9135,67.6629,-1.95706,0,34.2448,0,30.3657,0.0003,0.0003,0
18:05:446,6,30.3657,0,0,34.245,18:05:44,45.9135,67.6629,-2.27823,0,34.245,0,30.3657,0.0002,0.0002,0
18:05:536,6,30.3657,0,0,34.2457,18:05:53,45.8709,67.812,-1.81988,0,34.2457,0,30.3657,0.0007,0.0007,0
18:05:566,6,30.3657,0,0,34.2459,18:05:56,45.8709,67.812,-2.21637,0,34.2459,0,30.3657,0.0002,0.0002,0
18:05:596,6,30.3657,0,0,34.246,18:05:59,45.8709,67.812,-2.45388,0,34.246,0,30.3657,0.0001,0.0001,0
18:06:246,6,30.3657,0,0,34.2465,18:06:24,47.1282,67.4474,-2.01549,0,34.2463,0,30.3657,0.0005,0.0003,0
18:06:266,6,30.3657,0,0,34.2468,18:06:26,47.1282,67.4474,-2.54648,0,34.2468,0,30.3657,0.0003,0.0005,0
18:06:276,6,30.3657,0,0,34.2471,18:06:27,47.1282,67.4474,-2.72001,0,34.247,0,30.3657,0.0003,0.0002,0
18:06:286,6,30.3657,0,0,34.2471,18:06:28,47.1282,67.4474,-2.85168,0,34.2471,0,30.3657,0,0.0001,0
18:06:296,6,30.3657,0,0,34.2471,18:06:29,47.1282,67.4474,-2.9611,0,34.2471,0,30.3657,0,0,0
18:06:306,6,30.3657,0,0,34.2471,18:06:30,47.1282,67.4474,-3.03243,0,34.2471,0,30.3657,0,0,0
18:06:326,6,30.3657,0,0,34.2471,18:06:32,47.1282,67.4474,-3.11573,0,34.2471,0,30.3657,0,0,0
18:06:336,6,30.3657,0,0,34.2471,18:06:33,47.1282,67.4474,3.12766,0,34.2471,0,30.3657,0,0,0
18:06:356,6,30.3657,0,0,34.2471,18:06:35,47.1282,67.4474,3.11726,0,34.2471,0,30.3657,0,0,0
18:06:366,6,30.3657,0,0,34.2472,18:06:36,47.1282,67.4474,3.09843,0,34.2472,0,30.3657,0.0001,0.0001,0
18:06:376,6,30.3657,0,0,34.2472,18:06:37,47.1282,67.4474,3.08031,0,34.2472,0,30.3657,0,0,0
18:06:396,6,30.3657,0,0,34.2472,18:06:39,47.1282,67.4474,3.08118,0,34.2472,0,30.3657,0,0,0
18:06:406,6,30.3657,0,0,34.2478,18:06:40,47.1282,67.4474,-3.02918,0,34.2474,0,30.3657,0.0006,0.0002,0
18:06:466,6,30.3657,0,0,34.2492,18:06:46,45.6117,67.7039,-1.64047,0,34.249,0,30.3657,0.0014,0.0016,0
18:06:486,6,30.3657,0,0,34.2493,18:06:48,45.6117,67.7039,-2.17801,0,34.2493,0,30.3657,0.0001,0.0003,0
