con,tag_id,total_distance,high_intensity_distance,sprint_distance,total_effort,hora,x_pos,y_pos,heading,direction,energy,speed,tot_distance,total_effort_diff,total_energy_diff,total_sprint_diff
18:01:5815,15,432.321,38.9989,0,477.342,18:01:58,59.5786,43.8016,-2.22037,-2.88524,476.79,5.72307,431.748,13.051,13.418,0
18:02:0015,15,445.481,48.916,1.58645,488.15,18:02:00,56.6596,31.8459,-2.16709,-2.67009,486.456,5.28551,444.092,10.808,9.666,1.58645
18:02:0115,15,449.143,48.916,1.58645,492.061,18:02:01,54.8493,28.0126,-2.30728,-2.92532,491.195,4.89562,448.362,3.911,4.739,1.58645
18:02:0215,15,457.109,52.2385,1.58645,497.631,18:02:02,53.7634,22.5886,-2.50058,-2.9637,494.97,4.82196,453.894,5.57,3.775,1.58645
18:02:0315,15,457.872,52.2385,1.58645,498.182,18:02:03,54.2604,18.7116,-2.17549,2.76395,498.182,3.81627,457.872,0.551,3.212,1.58645
18:02:0415,15,463.576,52.2385,1.58645,503.111,18:02:04,55.2165,15.3024,-2.31548,3.0381,501.595,3.41039,461.429,4.929,3.413,1.58645
18:02:0615,15,467.17,52.2385,1.58645,507.823,18:02:06,55.0782,9.68475,-1.99707,-2.92174,507.594,2.13752,467.064,4.712,5.999,1.58645
18:02:0715,15,469.406,52.2385,1.58645,509.766,18:02:07,53.9528,8.16507,-2.25604,-2.12197,509.688,1.7322,469.017,1.943,2.094,1.58645
18:02:0915,15,472.046,52.2385,1.58645,510.848,18:02:09,51.1949,7.15784,-1.81874,-1.58116,510.801,1.21528,471.987,1.082,1.113,1.58645
18:02:1015,15,473.021,52.2385,1.58645,511.236,18:02:10,50.2145,7.44984,-1.41621,-1.07368,511.236,1.03761,473.021,0.388,0.435,1.58645
18:02:1115,15,474.972,52.2385,1.58645,511.659,18:02:11,49.4537,8.17539,-1.05459,-0.522669,511.515,1.25721,474.088,0.423,0.279,1.58645
18:02:1215,15,476.715,52.2385,1.58645,512.041,18:02:12,48.9259,9.58031,-0.891197,-0.260635,511.786,1.49038,475.593,0.382,0.271,1.58645
18:02:1315,15,477.257,52.2385,1.58645,512.175,18:02:13,48.504,11.0897,-0.746452,-0.363004,512.161,1.88133,477.161,0.134,0.375,1.58645
18:02:1615,15,481.539,52.2385,1.58645,512.976,18:02:16,48.3531,15.1905,-0.428831,1.31328,512.96,0.26856,481.524,0.801,0.799,1.58645
18:02:1815,15,484.964,52.2385,1.58645,525.747,18:02:18,47.4508,15.5371,-0.497505,-2.8488,522.963,2.04222,483.738,12.771,10.003,1.58645
18:02:1915,15,486.507,52.2385,1.58645,529.873,18:02:19,47.727,14.0496,0.273949,2.18456,527.321,1.46039,485.37,4.126,4.358,1.58645
18:02:2015,15,487.278,52.2385,1.58645,531.182,18:02:20,49.3582,13.2877,0.332584,1.84436,531.148,2.00193,487.175,1.309,3.827,1.58645
18:02:2115,15,489.888,52.2385,1.58645,533.709,18:02:21,51.8355,13.0065,-1.33453,1.6817,533.513,2.30512,489.671,2.527,2.365,1.58645
18:02:2215,15,491.34,52.2385,1.58645,534.726,18:02:22,53.1094,12.6331,-1.30977,2.06103,534.417,0.807199,491.011,1.017,0.904,1.58645
18:02:2415,15,493.643,52.2385,1.58645,536.176,18:02:24,54.7646,13.0551,-0.150095,1.17788,535.501,2.33822,492.818,1.45,1.084,1.58645
18:02:2515,15,495.491,52.2385,1.58645,538.626,18:02:25,56.1398,14.2955,0.0544198,0.211194,537.782,1.50457,494.761,2.45,2.281,1.58645
18:02:2615,15,497.711,52.2385,1.58645,541.109,18:02:26,56.9999,16.0246,-0.393528,0.676175,540.11,2.64207,496.725,2.483,2.328,1.58645
18:02:2715,15,501.263,52.2385,1.58645,544.247,18:02:27,58.411,18.8316,-0.681063,0.238739,543.278,3.80764,499.9,3.138,3.168,1.58645
18:02:3015,15,511.961,52.7992,1.58645,555.915,18:02:30,59.6738,23.8479,1.31229,1.89214,553.137,4.2545,508.19,11.668,9.859,1.58645
18:02:3115,15,514.712,55.5496,1.58645,558.393,18:02:31,64.4492,21.672,1.18955,2.02701,557.02,6.13564,513.443,2.478,3.883,1.58645
18:02:3215,15,522.431,57.4146,7.4406,566.795,18:02:32,70.7922,18.6652,2.34937,2.03128,564.175,7.72242,520.462,8.402,7.155,5.85415
18:02:3315,15,529.316,57.4146,14.3255,573.315,18:02:33,77.8036,14.7108,-2.96795,2.19846,572.508,8.00942,528.52,6.52,8.333,6.8849
18:02:3415,15,536.685,57.4146,21.695,579.673,18:02:34,82.7389,8.77552,-3.05975,2.52182,578.742,7.82468,536.292,6.358,6.234,7.3695
18:02:3515,15,548.117,57.4146,33.1271,587.867,18:02:35,89.4086,3.30414,-2.88559,2.07581,584.97,9.22989,544.997,8.194,6.228,11.4321
18:02:3615,15,555.995,60.0734,36.4347,597.765,18:02:36,96.4741,-0.258205,2.99692,2.10796,593.78,6.25191,552.912,9.898,8.81,3.3076
18:02:3815,15,558.132,60.0734,36.4347,604.649,18:02:38,99.8059,-3.66878,-1.13724,0.0685607,604.054,0.547924,557.992,6.884,10.274,3.3076
18:02:3915,15,559.655,60.0734,36.4347,608.482,18:02:39,98.7071,-2.87295,-1.19214,-1.20556,607.495,2.31551,559.402,3.833,3.441,3.3076
18:02:4015,15,565.489,63.9917,36.4347,612.941,18:02:40,94.4898,-0.545184,-1.22145,-0.963499,612.045,6.5432,564.233,4.459,4.55,3.3076
18:02:4115,15,569.843,64.5625,36.4347,616.51,18:02:41,91.4112,2.74581,-0.874082,-0.269607,615.184,3.00647,568.827,3.569,3.139,3.3076
18:02:4215,15,572.359,64.5625,36.4347,618.387,18:02:42,91.4885,5.29737,0.386721,0.316058,617.785,1.79283,571.406,1.877,2.601,3.3076
18:02:4315,15,572.782,64.5625,36.4347,618.617,18:02:43,92.1452,6.21177,1.06048,0.469068,618.564,0.936343,572.545,0.23,0.779,3.3076
18:02:4415,15,574.123,64.5625,36.4347,619.144,18:02:44,92.9911,6.80994,2.01136,1.3852,618.966,1.44759,573.648,0.527,0.402,3.3076
18:02:4515,15,574.581,64.5625,36.4347,619.381,18:02:45,93.719,7.19219,2.94458,-0.296222,619.381,0.608452,574.581,0.237,0.415,3.3076
18:02:4615,15,575.212,64.5625,36.4347,619.81,18:02:46,93.7073,7.56834,3.03589,1.36363,619.677,0.352383,575.029,0.429,0.296,3.3076
18:02:4815,15,576.459,64.5625,36.4347,620.82,18:02:48,93.2882,8.57695,3.11035,1.28529,620.564,0.1991,576.318,1.01,0.887,3.3076
18:02:4915,15,576.956,64.5625,36.4347,621.441,18:02:49,93.5707,8.22794,2.84693,3.1135,621.298,0.554113,576.804,0.621,0.734,3.3076
18:02:5215,15,578.373,64.5625,36.4347,622.572,18:02:52,93.0964,7.25612,2.57434,-1.39599,622.555,0.977729,578.272,1.131,1.257,3.3076
18:02:5415,15,579.719,64.5625,36.4347,623.948,18:02:54,91.9164,6.75784,2.27533,2.92345,623.876,0.42445,579.696,1.376,1.321,3.3076
18:02:5715,15,582.17,64.5625,36.4347,626.484,18:02:57,90.4068,5.21691,-2.67776,-2.00324,626.481,1.21002,582.109,2.536,2.605,3.3076
18:02:5915,15,586.128,64.5625,36.4347,627.497,18:02:59,87.5838,5.68421,-2.48119,-1.12569,627.214,2.13489,585.076,1.013,0.733,3.3076
18:03:0015,15,587.461,64.5625,36.4347,628.398,18:03:00,85.5076,6.85098,-2.11723,-0.937705,628.398,2.29544,587.461,0.901,1.184,3.3076
18:03:0115,15,589.313,64.5625,36.4347,630.457,18:03:01,84.4248,8.30665,-1.7679,-0.28662,630.457,1.75196,589.313,2.059,2.059,3.3076
18:03:0215,15,593.086,64.5625,36.4347,634.266,18:03:02,84.7707,10.0411,-1.70007,0.6807,632.391,1.97555,591.169,3.809,1.934,3.3076
18:03:0315,15,594.53,64.5625,36.4347,635.795,18:03:03,85.8824,11.7094,-1.33233,0.321886,634.487,2.13189,593.192,1.529,2.096,3.3076
18:03:0415,15,597.155,64.5625,36.4347,637.526,18:03:04,85.952,14.0282,-1.0212,-0.0672909,636.475,2.71408,595.532,1.731,1.988,3.3076
18:03:0615,15,604.41,64.5625,36.4347,642.491,18:03:06,86.6696,20.9475,-1.43433,-0.32782,640.867,2.85006,602.596,4.965,4.392,3.3076
18:03:0815,15,609.729,64.5625,36.4347,647.554,18:03:08,82.9945,24.9018,-1.84098,-1.1399,646.254,2.84455,608.259,5.063,5.387,3.3076
18:03:0915,15,613.206,64.5625,36.4347,651.058,18:03:09,80.1459,25.7908,-2.07926,-1.44614,649.104,3.09992,611.257,3.504,2.85,3.3076
18:03:1015,15,616.583,64.5625,36.4347,654.286,18:03:10,76.7544,25.989,-2.27586,-1.49923,652.466,3.76666,614.655,3.228,3.362,3.3076
18:03:1215,15,625.295,64.5625,36.4347,661.135,18:03:12,69.2846,25.3179,-2.26846,-1.72131,658.783,3.65676,622.174,6.849,6.317,3.3076
18:03:1315,15,626.064,64.5625,36.4347,662.122,18:03:13,66.0448,24.8567,-2.2952,-1.6449,661.329,3.05954,625.448,0.987,2.546,3.3076
18:03:1515,15,631.845,64.5625,36.4347,667.333,18:03:15,60.4857,24.5403,-2.23035,-1.5164,666.385,2.23811,631.026,5.211,5.056,3.3076
18:03:1615,15,633.714,64.5625,36.4347,669.449,18:03:16,58.6471,24.6307,-2.04267,-1.32736,668.576,1.78009,632.872,2.116,2.191,3.3076
18:03:1715,15,637.776,64.5625,36.4347,672.561,18:03:17,56.5887,25.9887,-1.62631,-0.746315,670.722,2.8401,635.367,3.112,2.146,3.3076
18:03:1915,15,640.119,64.5625,36.4347,675.434,18:03:19,55.7805,30.4328,-1.22484,-0.0582456,675.232,0.702485,640.092,2.873,4.51,3.3076
18:03:2015,15,642.707,64.5625,36.4347,677.224,18:03:20,54.9814,30.26,-1.86639,-1.1615,676.46,1.37552,641.009,1.79,1.228,3.3076
18:03:2115,15,643.373,64.5625,36.4347,677.722,18:03:21,53.6041,31.3667,-1.94021,-1.11897,677.265,1.55259,642.785,0.498,0.805,3.3076
18:03:2315,15,647.654,64.5625,36.4347,679.492,18:03:23,49.919,31.8118,-1.89535,-1.5763,679.072,2.14847,646.512,1.77,1.807,3.3076
18:03:2815,15,657.393,64.5625,36.4347,682.583,18:03:28,40.3507,31.0477,-1.75074,-1.55319,682.248,2.501,656.477,3.091,3.176,3.3076
18:03:2915,15,661.575,64.5625,36.4347,686.522,18:03:29,37.7075,31.1909,-1.72461,-1.38424,684.082,2.75921,659.128,3.939,1.834,3.3076
18:03:3015,15,663.978,64.5625,36.4347,690.308,18:03:30,34.7814,32.0106,-1.59758,-1.33152,687.189,2.84315,662.168,3.786,3.107,3.3076
18:03:3115,15,667.786,64.5625,36.4347,694.308,18:03:31,33.0327,31.0855,-2.90797,-2.95752,691.028,2.9912,664.524,4,3.839,3.3076
18:03:3215,15,668.979,64.5625,36.4347,695.254,18:03:32,33.0793,27.4395,-3.07807,-3.10341,694.579,3.92529,668.176,0.946,3.551,3.3076
18:03:3315,15,672.077,64.5625,36.4347,698.549,18:03:33,32.7746,23.5508,-2.82829,-3.07818,698.549,3.3903,672.077,3.295,3.97,3.3076
18:03:3415,15,677.665,64.5625,36.4347,704.397,18:03:34,32.3929,19.9083,-2.96448,-3.03983,702.753,4.31385,675.74,5.848,4.204,3.3076
18:03:3515,15,680.174,64.5625,36.4347,706.652,18:03:35,32.3346,15.9666,-3.06447,2.99269,706.36,3.31503,679.692,2.255,3.607,3.3076
18:03:3615,15,682.886,64.5625,36.4347,710,18:03:36,33.1696,13.384,-2.99575,2.71085,709.413,2.10568,682.415,3.348,3.053,3.3076
18:03:3715,15,683.679,64.5625,36.4347,711.248,18:03:37,33.7844,12.4803,-1.72758,1.05665,711.199,0.369766,683.554,1.248,1.786,3.3076
18:03:3915,15,689.652,64.5625,36.4347,720.163,18:03:39,31.9192,15.3897,-1.22082,-1.06693,716.708,3.19002,687.216,8.915,5.509,3.3076
18:03:4115,15,693.946,64.5625,36.4347,726.12,18:03:41,26.0243,18.164,-1.19167,-0.897511,725.89,2.3734,693.831,5.957,9.182,3.3076
18:03:4315,15,704.996,69.2829,40.0157,740.729,18:03:43,30.7172,14.2029,-3.08915,2.10888,738.249,7.19764,701.604,14.609,12.359,3.581
18:03:4415,15,710.772,75.0594,40.0157,747.475,18:03:44,36.2834,11.2127,-2.38858,2.06428,745.406,5.62799,707.924,6.746,7.157,3.581
18:03:4515,15,714.576,78.8629,40.0157,751.723,18:03:45,41.0724,7.99163,-3.04913,2.26818,751.276,5.84292,713.707,4.248,5.87,3.581
18:03:4915,15,726.637,80.1285,40.0157,770.054,18:03:49,50.866,4.57473,0.289736,0.73993,768.967,1.93791,725.457,18.331,17.691,3.581
18:03:5015,15,730.653,80.1285,40.0157,772.645,18:03:50,53.9501,6.45262,0.420563,0.858099,771.273,3.51319,729.08,2.591,2.306,3.581
18:03:5115,15,731.49,80.1285,40.0157,773.831,18:03:51,54.4607,8.65979,0.314877,-0.0108944,773.831,2.00291,731.49,1.186,2.558,3.581
18:03:5215,15,736.598,80.1285,40.0157,777.364,18:03:52,56.5592,10.7749,0.814574,1.02057,775.967,4.08013,734.588,3.533,2.136,3.581
18:03:5315,15,738.229,80.1285,40.0157,779.454,18:03:53,58.8705,12.3002,1.34896,0.886143,778.427,1.61563,737.36,2.09,2.46,3.581
18:03:5415,15,740.347,80.1285,40.0157,782.025,18:03:54,60.5709,13.204,1.40689,1.20654,780.601,2.09239,739.296,2.571,2.174,3.581
18:03:5515,15,741.13,80.1285,40.0157,783.121,18:03:55,62.0053,14.1408,0.704261,0.796405,782.968,1.9164,741.032,1.096,2.367,3.581
18:03:5815,15,745.16,80.1285,40.0157,785.04,18:03:58,63.5527,17.2505,0.528158,0.313559,785.009,1.773,744.871,1.919,2.041,3.581
18:03:5915,15,748.346,80.1285,40.0157,786.65,18:03:59,63.9378,19.5887,0.386015,0.0601124,785.703,2.43069,747.245,1.61,0.694,3.581
18:04:0015,15,749.5,80.1285,40.0157,787.765,18:04:00,63.6743,21.7023,0.26071,-0.332706,787.618,2.19116,749.389,1.115,1.915,3.581
18:04:0415,15,755.785,80.1285,40.0157,793.235,18:04:04,60.5907,25.8279,-0.301558,-1.10221,792.824,1.5209,754.824,5.47,5.206,3.581
18:04:0515,15,758.467,80.1285,40.0157,793.849,18:04:05,58.7302,27.0507,-0.301714,-0.799161,793.459,2.7911,757.061,0.614,0.635,3.581
18:04:0615,15,759.856,80.1285,40.0157,794.38,18:04:06,57.2999,28.8044,-0.299506,-1.39488,794.062,0.987841,759.347,0.531,0.603,3.581
18:04:0815,15,765.166,80.1285,40.0157,797.532,18:04:08,55.1833,31.5233,-0.366464,-0.634848,796.629,2.8495,763.964,3.152,2.567,3.581
18:04:1015,15,769.471,80.1285,40.0157,800.716,18:04:10,52.6955,36.0333,0.1532,-0.75936,800.459,1.19352,769.223,3.184,3.83,3.581
18:04:1215,15,774.895,80.1285,40.0157,804.903,18:04:12,54.2444,38.4906,2.24121,1.0745,801.932,2.20531,772.364,4.187,1.473,3.581
18:04:1315,15,776.394,80.1285,40.0157,806.367,18:04:13,56.7708,38.0165,2.29477,2.08267,805.094,2.81118,775.036,1.464,3.162,3.581
18:04:1415,15,781.294,80.1285,40.0157,810.249,18:04:14,59.2363,36.5438,2.37044,2.03014,807.749,3.34765,777.909,3.882,2.655,3.581
18:04:1815,15,788.702,80.1285,40.0157,818.875,18:04:18,68.7002,32.2225,0.561132,1.40399,818.392,1.09181,788.403,8.626,10.643,3.581
18:04:2015,15,794.198,80.1285,40.0157,823.948,18:04:20,72.237,28.8155,1.19168,2.7131,823.858,4.88425,793.957,5.073,5.466,3.581
18:04:2115,15,797.611,80.1285,40.0157,828.111,18:04:21,73.3145,25.6422,0.17602,2.8561,827.896,2.11519,797.313,4.163,4.038,3.581
18:04:2215,15,799.386,80.1285,40.0157,829.642,18:04:22,73.8032,24.2034,-0.100029,2.70772,829.352,1.2537,798.834,1.531,1.456,3.581
18:04:2315,15,800.895,80.1285,40.0157,830.471,18:04:23,74.8253,23.1519,-0.221566,2.15858,830.151,1.43572,800.319,0.829,0.799,3.581
18:04:2415,15,802.202,80.1285,40.0157,831.269,18:04:24,75.699,22.7854,-0.244834,1.65955,830.644,0.762584,801.279,0.798,0.493,3.581
18:04:2515,15,802.318,80.1285,40.0157,831.317,18:04:25,76.6604,22.6067,-0.173246,1.61158,831.287,1.15086,802.259,0.048,0.643,3.581
18:04:2615,15,804.903,80.1285,40.0157,833.826,18:04:26,78.2614,23.0458,0.416131,1.39084,833.238,2.20542,803.927,2.509,1.951,3.581
18:04:2915,15,817.132,80.1285,40.0157,844.419,18:04:29,86.626,26.897,0.58327,0.647664,841.859,3.74967,814.179,10.593,8.621,3.581
18:04:3015,15,817.527,80.1285,40.0157,844.937,18:04:30,88.5509,29.635,0.854594,0.692156,844.937,2.45499,817.527,0.518,3.078,3.581
18:04:3315,15,826.42,80.1285,40.0157,856.298,18:04:33,93.6094,32.6798,-0.0585793,0.609703,852.735,3.16355,823.791,11.361,7.798,3.581
18:04:3415,15,827.671,80.1285,40.0157,857.7,18:04:34,95.6402,35.9329,0.208321,1.01915,857.7,3.0716,827.671,1.402,4.965,3.581
18:04:3515,15,829.902,80.1285,40.0157,860.911,18:04:35,97.4689,35.6375,1.86367,2.68084,860.655,0.660287,829.677,3.211,2.955,3.581
18:04:3615,15,831.223,80.1285,40.0157,861.807,18:04:36,97.2898,34.66,-2.87378,-2.92232,861.61,1.69197,830.679,0.896,0.955,3.581
18:04:3715,15,832.34,80.1285,40.0157,862.505,18:04:37,96.5047,33.929,-2.67912,-1.37121,862.338,1.06515,831.903,0.698,0.728,3.581
18:04:3815,15,833.656,80.1285,40.0157,863.103,18:04:38,95.048,33.9827,-2.59011,-1.93353,862.956,1.74633,833.394,0.598,0.618,3.581
18:04:3915,15,836.101,80.1285,40.0157,864.864,18:04:39,93.9083,32.4975,-2.12686,-2.9085,864.417,2.72694,835.361,1.761,1.461,3.581
18:04:4015,15,838.891,80.1285,40.0157,867.181,18:04:40,92.855,29.8521,-1.96101,-2.44899,866.704,2.57794,838.243,2.317,2.287,3.581
18:04:4115,15,843.167,80.1285,40.0157,870.803,18:04:41,90.4682,28.1626,-1.93605,-2.02551,868.848,3.31336,841.19,3.622,2.144,3.581
18:04:4215,15,844.114,80.1285,40.0157,871.652,18:04:42,88.7298,26.8639,-0.909098,-2.63855,871.303,1.73258,843.418,0.849,2.455,3.581
18:04:4315,15,845.852,80.1285,40.0157,872.343,18:04:43,87.0352,25.8465,-0.873827,-1.33563,872.123,1.75798,845.528,0.691,0.82,3.581
18:04:4615,15,848.748,80.1285,40.0157,873.522,18:04:46,87.0607,28.4586,0.166803,2.32798,873.485,0.227589,848.711,1.179,1.362,3.581
18:04:5015,15,851.896,80.1285,40.0157,874.537,18:04:50,86.2399,28.6079,0.53233,-2.05562,874.36,1.17965,851.557,1.015,0.875,3.581
18:04:5115,15,853.803,80.1285,40.0157,875.359,18:04:51,86.1138,28.2546,0.0408651,1.21151,874.9,1.11032,852.354,0.822,0.54,3.581
18:04:5215,15,855.687,80.1285,40.0157,877.159,18:04:52,87.377,29.4251,-0.46165,0.504358,875.567,2.06568,854.109,1.8,0.667,3.581
18:04:5615,15,874.158,86.4419,46.0356,889.213,18:04:56,76.743,44.5676,-1.54511,-0.975087,888.573,4.93147,873.231,12.054,13.006,6.0199
18:04:5715,15,877.843,86.4419,46.0356,892.056,18:04:57,73.3425,47.0388,-1.16555,-0.833517,891.87,4.02421,877.442,2.843,3.297,6.0199
18:04:5815,15,881.105,86.4419,46.0356,894.591,18:04:58,70.8851,49.7426,-1.30678,-0.556173,894.591,3.07985,881.105,2.535,2.721,6.0199
18:05:0115,15,887.304,86.4419,46.0356,904.358,18:05:01,72.9583,53.6779,2.6652,2.21551,903.945,1.85907,886.722,9.767,9.354,6.0199
18:05:0315,15,896.411,86.4419,46.0356,912.128,18:05:03,76.613,46.7459,2.13614,2.40602,910.264,3.83215,894.618,7.77,6.319,6.0199
18:05:0415,15,899.637,86.4419,46.0356,916.641,18:05:04,79.0296,44.3927,2.35753,2.39099,914.457,3.03306,897.992,4.513,4.193,6.0199
18:05:0515,15,904.314,86.4419,46.0356,921.097,18:05:05,81.3357,41.2473,2.79402,2.66773,919.417,5.1114,901.907,4.456,4.96,6.0199
18:05:0615,15,906.346,86.4419,46.0356,924.757,18:05:06,82.5743,37.6523,1.19973,2.94954,923.257,1.93141,905.719,3.66,3.84,6.0199
18:05:0715,15,908.083,86.4419,46.0356,926.454,18:05:07,82.4956,35.6241,0.311714,-3.04003,926.429,2.23349,907.759,1.697,3.172,6.0199
18:05:0815,15,910.592,86.4419,46.0356,927.151,18:05:08,82.6584,33.6358,0.225434,2.92888,926.992,2.21312,909.765,0.697,0.563,6.0199
18:05:0915,15,912.029,86.4419,46.0356,927.645,18:05:09,83.1406,31.6204,-0.0413359,2.66859,927.512,1.1013,911.841,0.494,0.52,6.0199
18:05:1015,15,912.425,86.4419,46.0356,928.014,18:05:10,83.4731,31.3799,-0.0333365,-3.13277,927.997,0.726728,912.337,0.369,0.485,6.0199
18:05:1115,15,914.122,86.4419,46.0356,928.303,18:05:11,83.1615,30.0915,0.440556,-2.47733,928.269,1.41974,913.684,0.289,0.272,6.0199
18:05:1215,15,915.358,86.4419,46.0356,928.598,18:05:12,81.9949,29.5318,0.288646,-1.78878,928.445,0.839258,915.002,0.295,0.176,6.0199
18:05:1415,15,919.016,86.4419,46.0356,930.912,18:05:14,79.4885,29.6856,1.15424,-1.56105,929.675,1.92575,917.592,2.314,1.23,6.0199
18:05:1515,15,921.418,86.4419,46.0356,933.48,18:05:15,77.586,29.0614,-0.843892,-1.93989,931.561,1.90961,919.614,2.568,1.886,6.0199
18:05:1815,15,926.757,86.4419,46.0356,940.754,18:05:18,72.3448,29.5393,-2.44566,-2.30057,940.606,2.49069,926.631,7.274,9.045,6.0199
18:05:2015,15,932.155,86.4419,46.0356,949.697,18:05:20,68.0177,26.5927,0.0664088,-1.25639,949.517,1.92255,932.057,8.943,8.911,6.0199
18:05:2115,15,934.404,86.4419,46.0356,953.901,18:05:21,66.3438,27.8788,-0.528801,-0.710646,953.606,2.18008,934.187,4.204,4.089,6.0199
18:05:2315,15,940.273,86.4419,46.0356,961.344,18:05:23,65.6558,33.5777,2.04045,0.313971,960.844,2.17095,940.078,7.443,7.238,6.0199
